winner,A,B,A_synergy,B_synergy
1,"['seven', 'wraith', 'lady geist', 'bebop', 'yamato', 'haze']","['vindicta', 'kelvin', 'infernus', 'mcginnis', 'warden', 'viscous']",7.498178277239668,7.362461272409948
1,"['yamato', 'haze', 'seven', 'lash', 'pocket', 'kelvin']","['wraith', 'bebop', 'infernus', 'shiv', 'lady geist', 'vindicta']",7.46628049484686,7.550061752052458
1,"['infernus', 'lady geist', 'abrams', 'warden', 'mo & krill', 'seven']","['dynamo', 'wraith', 'yamato', 'haze', 'viscous', 'lash']",7.452849545253754,7.493920968619101
1,"['seven', 'lash', 'paradox', 'mcginnis', 'infernus', 'grey talon']","['haze', 'shiv', 'mo & krill', 'wraith', 'vindicta', 'dynamo']",7.556526512529649,7.537738807901603
0,"['seven', 'lash', 'yamato', 'vindicta', 'grey talon', 'lady geist']","['abrams', 'infernus', 'haze', 'bebop', 'mcginnis', 'wraith']",7.510520157237558,7.513042628434104
1,"['seven', 'dynamo', 'grey talon', 'haze', 'viscous', 'mo & krill']","['vindicta', 'infernus', 'warden', 'yamato', 'abrams', 'lady geist']",7.538278439813069,7.426789696218684
1,"['abrams', 'wraith', 'mcginnis', 'pocket', 'yamato', 'shiv']","['lash', 'kelvin', 'seven', 'infernus', 'haze', 'vindicta']",7.455880091203525,7.532951288140657
0,"['warden', 'bebop', 'vindicta', 'lash', 'yamato', 'pocket']","['dynamo', 'infernus', 'wraith', 'seven', 'paradox', 'abrams']",7.439734093858025,7.503695268835385
0,"['infernus', 'warden', 'bebop', 'viscous', 'vindicta', 'haze']","['mcginnis', 'wraith', 'grey talon', 'kelvin', 'mo & krill', 'ivy']",7.498421016543119,7.483040995516866
0,"['abrams', 'wraith', 'seven', 'viscous', 'vindicta', 'infernus']","['grey talon', 'paradox', 'shiv', 'haze', 'mcginnis', 'bebop']",7.452604526005419,7.584935785713793
1,"['seven', 'grey talon', 'mcginnis', 'abrams', 'vindicta', 'shiv']","['infernus', 'wraith', 'warden', 'haze', 'viscous', 'dynamo']",7.457286427991943,7.477464460567763
1,"['haze', 'infernus', 'bebop', 'warden', 'grey talon', 'mo & krill']","['yamato', 'vindicta', 'seven', 'wraith', 'paradox', 'shiv']",7.609536799418564,7.549286435737246
0,"['vindicta', 'pocket', 'viscous', 'infernus', 'wraith', 'seven']","['mcginnis', 'yamato', 'haze', 'paradox', 'bebop', 'lady geist']",7.472439928303041,7.488632826174562
1,"['seven', 'haze', 'grey talon', 'vindicta', 'warden', 'viscous']","['pocket', 'mcginnis', 'infernus', 'kelvin', 'shiv', 'wraith']",7.480592336784877,7.4898236951008865
0,"['seven', 'pocket', 'yamato', 'haze', 'warden', 'mo & krill']","['bebop', 'mcginnis', 'ivy', 'kelvin', 'vindicta', 'grey talon']",7.51874388574255,7.46856398226333
0,"['seven', 'infernus', 'mo & krill', 'yamato', 'viscous', 'ivy']","['haze', 'mcginnis', 'bebop', 'abrams', 'shiv', 'grey talon']",7.548049031446429,7.508551705832835
1,"['seven', 'dynamo', 'pocket', 'infernus', 'paradox', 'shiv']","['kelvin', 'abrams', 'mcginnis', 'yamato', 'haze', 'viscous']",7.5767806881979505,7.366065880315006
1,"['infernus', 'dynamo', 'shiv', 'paradox', 'wraith', 'vindicta']","['warden', 'pocket', 'seven', 'mcginnis', 'haze', 'kelvin']",7.596016306163757,7.433367559719362
0,"['paradox', 'infernus', 'vindicta', 'wraith', 'grey talon', 'bebop']","['kelvin', 'haze', 'pocket', 'abrams', 'seven', 'yamato']",7.612619833991089,7.4237524724358845
1,"['seven', 'haze', 'grey talon', 'lash', 'wraith', 'shiv']","['pocket', 'dynamo', 'mcginnis', 'abrams', 'vindicta', 'infernus']",7.5227121252959055,7.496734313259096
1,"['mo & krill', 'wraith', 'kelvin', 'bebop', 'infernus', 'lash']","['seven', 'mcginnis', 'pocket', 'grey talon', 'yamato', 'haze']",7.5092505557343845,7.514285439437994
1,"['pocket', 'abrams', 'infernus', 'lady geist', 'wraith', 'grey talon']","['mcginnis', 'yamato', 'bebop', 'haze', 'viscous', 'vindicta']",7.495817203194476,7.4676350337352915
1,"['wraith', 'seven', 'mo & krill', 'mcginnis', 'infernus', 'grey talon']","['vindicta', 'haze', 'yamato', 'viscous', 'abrams', 'pocket']",7.541585265429126,7.4520942713330856
1,"['wraith', 'yamato', 'pocket', 'grey talon', 'vindicta', 'viscous']","['mcginnis', 'bebop', 'haze', 'dynamo', 'seven', 'paradox']",7.478191190379596,7.521010467974108
0,"['warden', 'seven', 'vindicta', 'haze', 'pocket', 'kelvin']","['lady geist', 'infernus', 'paradox', 'shiv', 'grey talon', 'viscous']",7.49125945547628,7.576230085128937
0,"['warden', 'dynamo', 'infernus', 'pocket', 'bebop', 'ivy']","['haze', 'yamato', 'vindicta', 'wraith', 'grey talon', 'abrams']",7.511458276624906,7.547644835460997
0,"['infernus', 'wraith', 'ivy', 'haze', 'warden', 'bebop']","['mcginnis', 'viscous', 'seven', 'dynamo', 'grey talon', 'abrams']",7.4903804379875165,7.364300971203731
0,"['mo & krill', 'wraith', 'pocket', 'bebop', 'infernus', 'haze']","['paradox', 'viscous', 'mcginnis', 'shiv', 'lady geist', 'lash']",7.6164175441380815,7.488138035582604
1,"['abrams', 'bebop', 'shiv', 'dynamo', 'kelvin', 'infernus']","['vindicta', 'mcginnis', 'grey talon', 'haze', 'pocket', 'seven']",7.489890143964831,7.534706223547375
0,"['warden', 'haze', 'wraith', 'seven', 'mcginnis', 'vindicta']","['abrams', 'yamato', 'lash', 'bebop', 'infernus', 'shiv']",7.469872813286348,7.522094101273746
0,"['bebop', 'lash', 'ivy', 'wraith', 'lady geist', 'warden']","['seven', 'haze', 'abrams', 'grey talon', 'paradox', 'vindicta']",7.370754973412063,7.536028749427675
1,"['lash', 'vindicta', 'ivy', 'haze', 'wraith', 'paradox']","['warden', 'abrams', 'lady geist', 'infernus', 'seven', 'pocket']",7.553343482908622,7.416546251299181
0,"['wraith', 'seven', 'bebop', 'infernus', 'warden', 'mcginnis']","['abrams', 'haze', 'dynamo', 'grey talon', 'vindicta', 'ivy']",7.417172464352898,7.553170125187737
1,"['infernus', 'wraith', 'lash', 'pocket', 'yamato', 'lady geist']","['kelvin', 'vindicta', 'seven', 'haze', 'abrams', 'warden']",7.468050935841308,7.4109562813995336
1,"['paradox', 'bebop', 'haze', 'mcginnis', 'vindicta', 'wraith']","['seven', 'yamato', 'shiv', 'dynamo', 'grey talon', 'mo & krill']",7.5475573545424,7.552412758543764
0,"['warden', 'yamato', 'haze', 'vindicta', 'seven', 'shiv']","['lash', 'pocket', 'paradox', 'infernus', 'mcginnis', 'grey talon']",7.492126370005641,7.5696893709183595
0,"['bebop', 'infernus', 'wraith', 'kelvin', 'haze', 'vindicta']","['mo & krill', 'shiv', 'pocket', 'mcginnis', 'grey talon', 'lash']",7.5424790915540765,7.546663469022689
0,"['bebop', 'haze', 'mo & krill', 'vindicta', 'mcginnis', 'shiv']","['wraith', 'grey talon', 'abrams', 'seven', 'pocket', 'dynamo']",7.54092722542963,7.458134277447769
0,"['ivy', 'grey talon', 'mcginnis', 'seven', 'abrams', 'mo & krill']","['paradox', 'wraith', 'shiv', 'pocket', 'vindicta', 'haze']",7.510283021310622,7.588153696378777
0,"['shiv', 'pocket', 'haze', 'yamato', 'lady geist', 'wraith']","['bebop', 'seven', 'warden', 'paradox', 'vindicta', 'grey talon']",7.51885523150193,7.52109247806262
1,"['lady geist', 'vindicta', 'dynamo', 'mcginnis', 'lash', 'mo & krill']","['abrams', 'bebop', 'seven', 'grey talon', 'wraith', 'ivy']",7.481801690226201,7.495409042089998
0,"['kelvin', 'seven', 'mcginnis', 'paradox', 'shiv', 'haze']","['ivy', 'warden', 'infernus', 'abrams', 'wraith', 'grey talon']",7.520647891608693,7.450602413234365
1,"['vindicta', 'ivy', 'dynamo', 'grey talon', 'bebop', 'infernus']","['abrams', 'seven', 'pocket', 'yamato', 'shiv', 'warden']",7.585276826773095,7.379870978391829
1,"['infernus', 'seven', 'haze', 'yamato', 'pocket', 'wraith']","['grey talon', 'paradox', 'mcginnis', 'bebop', 'lady geist', 'kelvin']",7.557640627573519,7.44303909201984
1,"['grey talon', 'shiv', 'viscous', 'mcginnis', 'seven', 'infernus']","['wraith', 'vindicta', 'lady geist', 'abrams', 'yamato', 'bebop']",7.483323693283923,7.452970765881581
0,"['bebop', 'mcginnis', 'vindicta', 'yamato', 'haze', 'pocket']","['ivy', 'grey talon', 'wraith', 'warden', 'shiv', 'seven']",7.51027357268933,7.442111404879546
1,"['vindicta', 'grey talon', 'pocket', 'seven', 'haze', 'warden']","['mcginnis', 'bebop', 'infernus', 'viscous', 'shiv', 'dynamo']",7.542952576280254,7.490012691899977
1,"['lady geist', 'vindicta', 'haze', 'seven', 'wraith', 'bebop']","['viscous', 'dynamo', 'yamato', 'warden', 'infernus', 'pocket']",7.535342345523032,7.441125696214281
0,"['lady geist', 'yamato', 'bebop', 'wraith', 'dynamo', 'pocket']","['kelvin', 'mcginnis', 'infernus', 'seven', 'vindicta', 'abrams']",7.437580243601305,7.404804652693416
0,"['seven', 'abrams', 'wraith', 'dynamo', 'haze', 'infernus']","['vindicta', 'bebop', 'warden', 'kelvin', 'viscous', 'grey talon']",7.529843979998077,7.445222808313901
1,"['yamato', 'wraith', 'abrams', 'grey talon', 'infernus', 'lady geist']","['seven', 'mo & krill', 'haze', 'warden', 'vindicta', 'shiv']",7.499361617337768,7.486556654378169
0,"['mo & krill', 'bebop', 'mcginnis', 'vindicta', 'infernus', 'wraith']","['kelvin', 'warden', 'grey talon', 'haze', 'yamato', 'seven']",7.5229682065229575,7.483451066062467
0,"['wraith', 'mcginnis', 'ivy', 'shiv', 'haze', 'seven']","['bebop', 'mo & krill', 'warden', 'vindicta', 'lady geist', 'dynamo']",7.5208058742171975,7.501053695136518
1,"['yamato', 'mcginnis', 'kelvin', 'haze', 'grey talon', 'seven']","['vindicta', 'viscous', 'lady geist', 'infernus', 'warden', 'bebop']",7.482881852665329,7.458128004719354
0,"['viscous', 'warden', 'dynamo', 'bebop', 'grey talon', 'seven']","['yamato', 'haze', 'pocket', 'ivy', 'infernus', 'paradox']",7.435523855317758,7.581172581440377
0,"['shiv', 'vindicta', 'bebop', 'seven', 'grey talon', 'abrams']","['wraith', 'yamato', 'warden', 'infernus', 'haze', 'pocket']",7.506766509448941,7.513228956506532
0,"['vindicta', 'seven', 'warden', 'bebop', 'ivy', 'infernus']","['lash', 'wraith', 'grey talon', 'viscous', 'mo & krill', 'haze']",7.464539218505365,7.5257917000506565
1,"['infernus', 'wraith', 'seven', 'yamato', 'dynamo', 'paradox']","['haze', 'mo & krill', 'mcginnis', 'vindicta', 'kelvin', 'bebop']",7.545562871110905,7.534292283893915
0,"['warden', 'infernus', 'abrams', 'kelvin', 'vindicta', 'mcginnis']","['shiv', 'dynamo', 'wraith', 'haze', 'pocket', 'seven']",7.367472383908106,7.552624475340699
0,"['lady geist', 'wraith', 'warden', 'viscous', 'bebop', 'mo & krill']","['shiv', 'paradox', 'abrams', 'infernus', 'kelvin', 'dynamo']",7.399880985254164,7.4859072075693405
0,"['haze', 'lash', 'vindicta', 'lady geist', 'viscous', 'infernus']","['ivy', 'yamato', 'shiv', 'grey talon', 'paradox', 'wraith']",7.526525185374826,7.596089359028914
1,"['vindicta', 'haze', 'shiv', 'mo & krill', 'seven', 'yamato']","['grey talon', 'wraith', 'mcginnis', 'kelvin', 'lash', 'pocket']",7.546380560161466,7.4012492772826635
1,"['lash', 'haze', 'abrams', 'vindicta', 'infernus', 'warden']","['pocket', 'wraith', 'mcginnis', 'bebop', 'lady geist', 'seven']",7.472101925008538,7.402250095176129
1,"['seven', 'mcginnis', 'vindicta', 'bebop', 'infernus', 'shiv']","['lash', 'ivy', 'pocket', 'wraith', 'grey talon', 'paradox']",7.528158525422601,7.535007396959532
0,"['warden', 'mcginnis', 'lady geist', 'grey talon', 'abrams', 'seven']","['yamato', 'wraith', 'bebop', 'haze', 'vindicta', 'infernus']",7.369883946603299,7.579092942346212
0,"['lady geist', 'vindicta', 'lash', 'bebop', 'seven', 'infernus']","['abrams', 'mo & krill', 'wraith', 'grey talon', 'paradox', 'pocket']",7.5377297282410725,7.598909962357858
0,"['infernus', 'lady geist', 'viscous', 'seven', 'lash', 'bebop']","['yamato', 'abrams', 'wraith', 'pocket', 'vindicta', 'mcginnis']",7.47724562356237,7.44282144641951
1,"['haze', 'kelvin', 'dynamo', 'bebop', 'pocket', 'lash']","['wraith', 'shiv', 'viscous', 'paradox', 'seven', 'grey talon']",7.523556293598248,7.533298340468587
0,"['wraith', 'pocket', 'shiv', 'bebop', 'grey talon', 'yamato']","['seven', 'vindicta', 'mcginnis', 'viscous', 'infernus', 'haze']",7.535928345503515,7.49269073366026
1,"['shiv', 'haze', 'kelvin', 'vindicta', 'seven', 'infernus']","['lady geist', 'warden', 'abrams', 'grey talon', 'mcginnis', 'wraith']",7.548523700625888,7.388924617582629
0,"['vindicta', 'seven', 'haze', 'shiv', 'mcginnis', 'wraith']","['paradox', 'grey talon', 'lady geist', 'infernus', 'abrams', 'pocket']",7.538351323274578,7.510746465895686
0,"['wraith', 'grey talon', 'yamato', 'shiv', 'viscous', 'lash']","['haze', 'pocket', 'infernus', 'vindicta', 'seven', 'bebop']",7.495519510205784,7.586614609852795
0,"['haze', 'abrams', 'kelvin', 'infernus', 'yamato', 'seven']","['pocket', 'vindicta', 'mo & krill', 'grey talon', 'dynamo', 'wraith']",7.457912479450358,7.563092509690535
1,"['kelvin', 'yamato', 'seven', 'grey talon', 'lady geist', 'shiv']","['pocket', 'lash', 'infernus', 'bebop', 'warden', 'wraith']",7.486476517155696,7.462020094427027
1,"['kelvin', 'infernus', 'grey talon', 'bebop', 'yamato', 'paradox']","['seven', 'pocket', 'warden', 'abrams', 'haze', 'mcginnis']",7.5400453820402955,7.411675073267229
1,"['seven', 'vindicta', 'dynamo', 'grey talon', 'paradox', 'haze']","['mcginnis', 'bebop', 'infernus', 'pocket', 'viscous', 'abrams']",7.578539028106819,7.409342098909125
0,"['abrams', 'vindicta', 'mo & krill', 'haze', 'pocket', 'warden']","['kelvin', 'yamato', 'dynamo', 'lash', 'ivy', 'bebop']",7.5423396162596195,7.48547412909174
1,"['warden', 'mcginnis', 'dynamo', 'shiv', 'grey talon', 'viscous']","['yamato', 'haze', 'seven', 'paradox', 'abrams', 'kelvin']",7.424506629660779,7.429286590719151
1,"['dynamo', 'warden', 'viscous', 'mcginnis', 'wraith', 'infernus']","['grey talon', 'mo & krill', 'bebop', 'lash', 'seven', 'shiv']",7.4015317204435505,7.536052802657087
0,"['mo & krill', 'haze', 'lash', 'vindicta', 'kelvin', 'lady geist']","['infernus', 'abrams', 'seven', 'wraith', 'dynamo', 'yamato']",7.5081507034509425,7.493285587338407
1,"['abrams', 'grey talon', 'lady geist', 'infernus', 'seven', 'wraith']","['ivy', 'pocket', 'vindicta', 'haze', 'mcginnis', 'yamato']",7.489962222011503,7.542015677420836
0,"['shiv', 'seven', 'wraith', 'dynamo', 'warden', 'pocket']","['grey talon', 'abrams', 'mcginnis', 'vindicta', 'yamato', 'infernus']",7.463238789636682,7.497125965921047
0,"['infernus', 'haze', 'viscous', 'seven', 'pocket', 'mcginnis']","['kelvin', 'wraith', 'abrams', 'lady geist', 'shiv', 'yamato']",7.477184718142632,7.383660084654387
0,"['seven', 'wraith', 'vindicta', 'paradox', 'warden', 'haze']","['viscous', 'ivy', 'abrams', 'mo & krill', 'kelvin', 'mcginnis']",7.518329983387085,7.439267838522837
0,"['paradox', 'pocket', 'shiv', 'infernus', 'warden', 'abrams']","['haze', 'wraith', 'lady geist', 'dynamo', 'ivy', 'seven']",7.480908142723576,7.494610596662715
1,"['wraith', 'mcginnis', 'seven', 'shiv', 'bebop', 'lash']","['abrams', 'dynamo', 'haze', 'kelvin', 'infernus', 'mo & krill']",7.457803635088992,7.557328772122488
0,"['abrams', 'dynamo', 'haze', 'mcginnis', 'seven', 'viscous']","['lady geist', 'bebop', 'wraith', 'grey talon', 'shiv', 'vindicta']",7.404003095214315,7.5515667538298406
1,"['bebop', 'mcginnis', 'paradox', 'warden', 'vindicta', 'wraith']","['infernus', 'grey talon', 'yamato', 'viscous', 'lash', 'seven']",7.475160033101122,7.536509114472941
1,"['wraith', 'infernus', 'mo & krill', 'vindicta', 'paradox', 'lash']","['yamato', 'abrams', 'shiv', 'seven', 'lady geist', 'kelvin']",7.5934933014670305,7.396803092080717
1,"['wraith', 'pocket', 'bebop', 'abrams', 'lady geist', 'kelvin']","['haze', 'seven', 'paradox', 'viscous', 'vindicta', 'infernus']",7.364694603000376,7.553921374399066
0,"['wraith', 'lady geist', 'infernus', 'mcginnis', 'warden', 'haze']","['paradox', 'dynamo', 'vindicta', 'seven', 'kelvin', 'grey talon']",7.489235765517743,7.507510164469658
1,"['dynamo', 'haze', 'paradox', 'pocket', 'grey talon', 'infernus']","['wraith', 'vindicta', 'ivy', 'lash', 'shiv', 'abrams']",7.610663706061428,7.464695392266566
1,"['shiv', 'mcginnis', 'warden', 'grey talon', 'ivy', 'haze']","['lady geist', 'seven', 'wraith', 'bebop', 'dynamo', 'vindicta']",7.485627725034785,7.504791993747351
1,"['lady geist', 'vindicta', 'grey talon', 'haze', 'mcginnis', 'seven']","['lash', 'paradox', 'kelvin', 'yamato', 'infernus', 'pocket']",7.527456130137904,7.491553917281803
0,"['viscous', 'warden', 'haze', 'grey talon', 'mo & krill', 'wraith']","['lady geist', 'shiv', 'seven', 'mcginnis', 'infernus', 'vindicta']",7.506409363635161,7.533137613554215
0,"['grey talon', 'mo & krill', 'lash', 'pocket', 'viscous', 'seven']","['infernus', 'vindicta', 'haze', 'bebop', 'dynamo', 'warden']",7.520680522523718,7.592685083660074
0,"['wraith', 'haze', 'mcginnis', 'dynamo', 'warden', 'pocket']","['abrams', 'yamato', 'vindicta', 'grey talon', 'seven', 'bebop']",7.515503154974435,7.503664912852438
0,"['lady geist', 'haze', 'grey talon', 'vindicta', 'warden', 'infernus']","['shiv', 'seven', 'wraith', 'ivy', 'bebop', 'kelvin']",7.592150375898097,7.4456550414308085
1,"['mcginnis', 'bebop', 'kelvin', 'lady geist', 'vindicta', 'paradox']","['seven', 'haze', 'dynamo', 'pocket', 'wraith', 'abrams']",7.442352114116508,7.486431943293674
0,"['yamato', 'wraith', 'bebop', 'vindicta', 'mcginnis', 'lash']","['seven', 'pocket', 'infernus', 'dynamo', 'haze', 'shiv']",7.468669508951195,7.602813973249867
0,"['pocket', 'warden', 'shiv', 'seven', 'bebop', 'vindicta']","['ivy', 'haze', 'dynamo', 'grey talon', 'abrams', 'mo & krill']",7.463794305734022,7.5841294019758525
1,"['pocket', 'wraith', 'shiv', 'infernus', 'haze', 'lady geist']","['grey talon', 'mcginnis', 'lash', 'dynamo', 'seven', 'kelvin']",7.579139766545417,7.442007637586674
0,"['paradox', 'seven', 'haze', 'grey talon', 'kelvin', 'lady geist']","['pocket', 'lash', 'yamato', 'vindicta', 'shiv', 'mcginnis']",7.503826213043422,7.495724172017385
1,"['dynamo', 'seven', 'infernus', 'haze', 'wraith', 'bebop']","['yamato', 'kelvin', 'lady geist', 'ivy', 'paradox', 'abrams']",7.578088084271159,7.365465744097821
0,"['pocket', 'grey talon', 'warden', 'infernus', 'haze', 'lady geist']","['ivy', 'bebop', 'vindicta', 'viscous', 'seven', 'shiv']",7.576706378788656,7.499191347014262
0,"['seven', 'grey talon', 'bebop', 'vindicta', 'pocket', 'infernus']","['lady geist', 'yamato', 'haze', 'viscous', 'wraith', 'dynamo']",7.5636253856014735,7.467590326947694
1,"['infernus', 'lash', 'haze', 'grey talon', 'mo & krill', 'wraith']","['bebop', 'shiv', 'kelvin', 'seven', 'pocket', 'vindicta']",7.605540401609604,7.491971431449561
0,"['seven', 'abrams', 'viscous', 'ivy', 'vindicta', 'infernus']","['dynamo', 'wraith', 'grey talon', 'paradox', 'haze', 'lady geist']",7.476971979694395,7.565272884251617
1,"['paradox', 'ivy', 'wraith', 'infernus', 'mo & krill', 'abrams']","['pocket', 'viscous', 'mcginnis', 'haze', 'dynamo', 'seven']",7.6041282134129276,7.420221573126489
0,"['wraith', 'kelvin', 'lady geist', 'warden', 'yamato', 'grey talon']","['vindicta', 'bebop', 'infernus', 'shiv', 'haze', 'seven']",7.433336846858968,7.59393290686566
1,"['bebop', 'pocket', 'mo & krill', 'lady geist', 'abrams', 'vindicta']","['haze', 'warden', 'lash', 'ivy', 'kelvin', 'wraith']",7.499132316596031,7.359040487148374
1,"['ivy', 'seven', 'haze', 'shiv', 'pocket', 'viscous']","['bebop', 'mo & krill', 'warden', 'lash', 'kelvin', 'abrams']",7.511226302233061,7.430374993688772
1,"['warden', 'bebop', 'pocket', 'vindicta', 'dynamo', 'haze']","['seven', 'abrams', 'shiv', 'grey talon', 'mcginnis', 'kelvin']",7.563994974561011,7.39353307360438
0,"['lady geist', 'abrams', 'vindicta', 'viscous', 'infernus', 'seven']","['ivy', 'yamato', 'wraith', 'grey talon', 'shiv', 'haze']",7.443722832096262,7.575543788851877
0,"['yamato', 'infernus', 'pocket', 'abrams', 'bebop', 'grey talon']","['lash', 'kelvin', 'wraith', 'vindicta', 'seven', 'mcginnis']",7.521797060274409,7.399238844206456
1,"['ivy', 'haze', 'kelvin', 'yamato', 'grey talon', 'vindicta']","['wraith', 'seven', 'viscous', 'abrams', 'infernus', 'mcginnis']",7.533319040752275,7.394701622229277
0,"['mcginnis', 'infernus', 'bebop', 'seven', 'ivy', 'wraith']","['lady geist', 'grey talon', 'haze', 'abrams', 'yamato', 'vindicta']",7.478894241517326,7.526331039440286
1,"['infernus', 'abrams', 'grey talon', 'vindicta', 'haze', 'shiv']","['seven', 'wraith', 'paradox', 'bebop', 'kelvin', 'mcginnis']",7.565261764606121,7.419677555180705
0,"['yamato', 'dynamo', 'mcginnis', 'lady geist', 'vindicta', 'seven']","['wraith', 'lash', 'haze', 'viscous', 'warden', 'abrams']",7.479782064227533,7.3562933657244
1,"['grey talon', 'dynamo', 'infernus', 'wraith', 'abrams', 'bebop']","['lash', 'mcginnis', 'vindicta', 'seven', 'warden', 'mo & krill']",7.546382135044222,7.424058334951787
0,"['yamato', 'paradox', 'seven', 'infernus', 'ivy', 'warden']","['pocket', 'wraith', 'lady geist', 'kelvin', 'vindicta', 'mcginnis']",7.474807669043649,7.408569134036467
1,"['lash', 'haze', 'wraith', 'vindicta', 'pocket', 'warden']","['grey talon', 'mcginnis', 'seven', 'viscous', 'abrams', 'infernus']",7.477523017459547,7.412976500436031
0,"['grey talon', 'bebop', 'haze', 'shiv', 'viscous', 'abrams']","['seven', 'infernus', 'paradox', 'dynamo', 'vindicta', 'mo & krill']",7.520078305668983,7.585309406231832
0,"['mcginnis', 'yamato', 'haze', 'infernus', 'pocket', 'warden']","['dynamo', 'seven', 'abrams', 'vindicta', 'ivy', 'wraith']",7.514038626359824,7.4907935168021265
0,"['pocket', 'wraith', 'mcginnis', 'lady geist', 'ivy', 'shiv']","['vindicta', 'haze', 'bebop', 'seven', 'abrams', 'grey talon']",7.476364500043494,7.540046422000317
1,"['ivy', 'seven', 'paradox', 'shiv', 'wraith', 'lady geist']","['infernus', 'bebop', 'pocket', 'haze', 'grey talon', 'mcginnis']",7.526501423826302,7.574449730358643
1,"['vindicta', 'wraith', 'paradox', 'bebop', 'seven', 'warden']","['mo & krill', 'infernus', 'viscous', 'haze', 'mcginnis', 'lady geist']",7.4869796861485325,7.5221092002321654
1,"['grey talon', 'lady geist', 'kelvin', 'infernus', 'bebop', 'wraith']","['shiv', 'yamato', 'vindicta', 'seven', 'haze', 'abrams']",7.491909348730386,7.511761195587433
1,"['yamato', 'wraith', 'kelvin', 'haze', 'seven', 'bebop']","['abrams', 'dynamo', 'vindicta', 'infernus', 'paradox', 'lash']",7.476541091635749,7.548914987829716
1,"['warden', 'haze', 'vindicta', 'pocket', 'paradox', 'wraith']","['infernus', 'lady geist', 'shiv', 'seven', 'mcginnis', 'grey talon']",7.538050418791859,7.524700339465566
1,"['shiv', 'bebop', 'warden', 'paradox', 'mcginnis', 'abrams']","['haze', 'vindicta', 'infernus', 'seven', 'dynamo', 'yamato']",7.426947358517854,7.596087697510922
0,"['seven', 'grey talon', 'mcginnis', 'infernus', 'dynamo', 'shiv']","['yamato', 'wraith', 'abrams', 'vindicta', 'warden', 'haze']",7.540032960200273,7.449784833389055
1,"['grey talon', 'wraith', 'lady geist', 'mcginnis', 'bebop', 'infernus']","['viscous', 'paradox', 'ivy', 'abrams', 'vindicta', 'seven']",7.50066857034304,7.4925501882418235
1,"['pocket', 'warden', 'lash', 'mo & krill', 'mcginnis', 'wraith']","['bebop', 'seven', 'grey talon', 'haze', 'ivy', 'vindicta']",7.43019380180026,7.556220562033922
0,"['mcginnis', 'bebop', 'grey talon', 'shiv', 'viscous', 'haze']","['infernus', 'seven', 'mo & krill', 'wraith', 'vindicta', 'abrams']",7.4972711417844655,7.522691829596779
0,"['warden', 'viscous', 'shiv', 'pocket', 'ivy', 'seven']","['dynamo', 'kelvin', 'abrams', 'infernus', 'bebop', 'vindicta']",7.408977046938812,7.490515800563939
1,"['bebop', 'wraith', 'yamato', 'vindicta', 'kelvin', 'mcginnis']","['haze', 'mo & krill', 'dynamo', 'lady geist', 'lash', 'seven']",7.436955503063434,7.530013269578041
1,"['grey talon', 'vindicta', 'dynamo', 'seven', 'mcginnis', 'lash']","['wraith', 'paradox', 'infernus', 'haze', 'lady geist', 'pocket']",7.500215196899067,7.565541917398656
0,"['pocket', 'infernus', 'warden', 'haze', 'ivy', 'wraith']","['paradox', 'grey talon', 'lash', 'vindicta', 'dynamo', 'seven']",7.514770234309401,7.552958433927945
0,"['infernus', 'bebop', 'haze', 'warden', 'vindicta', 'seven']","['grey talon', 'mo & krill', 'yamato', 'paradox', 'kelvin', 'wraith']",7.532370382805652,7.558885798784424
0,"['seven', 'infernus', 'haze', 'vindicta', 'lady geist', 'bebop']","['yamato', 'wraith', 'grey talon', 'abrams', 'dynamo', 'paradox']",7.576185875760674,7.506633672933608
0,"['infernus', 'haze', 'vindicta', 'grey talon', 'wraith', 'lash']","['lady geist', 'abrams', 'seven', 'bebop', 'warden', 'mo & krill']",7.58810538774201,7.424950631217904
1,"['ivy', 'wraith', 'mcginnis', 'shiv', 'grey talon', 'seven']","['vindicta', 'haze', 'kelvin', 'pocket', 'infernus', 'paradox']",7.496977534153588,7.5615531110836365
0,"['lady geist', 'seven', 'haze', 'mcginnis', 'kelvin', 'dynamo']","['shiv', 'paradox', 'vindicta', 'wraith', 'warden', 'lash']",7.4692227217055205,7.4620130748181905
0,"['paradox', 'pocket', 'seven', 'bebop', 'infernus', 'shiv']","['wraith', 'grey talon', 'ivy', 'mcginnis', 'haze', 'vindicta']",7.581477098527739,7.546514261069645
0,"['lady geist', 'viscous', 'mcginnis', 'paradox', 'shiv', 'haze']","['lash', 'seven', 'bebop', 'kelvin', 'yamato', 'vindicta']",7.525342669156331,7.470752410257802
0,"['ivy', 'bebop', 'paradox', 'seven', 'shiv', 'vindicta']","['pocket', 'grey talon', 'mcginnis', 'wraith', 'mo & krill', 'kelvin']",7.565507531224791,7.515431134648481
1,"['infernus', 'haze', 'seven', 'kelvin', 'yamato', 'bebop']","['pocket', 'abrams', 'warden', 'lady geist', 'wraith', 'vindicta']",7.518054892911648,7.423096507984182
0,"['infernus', 'mcginnis', 'yamato', 'abrams', 'mo & krill', 'bebop']","['pocket', 'ivy', 'shiv', 'seven', 'lash', 'warden']",7.516886432501004,7.406747626409322
