matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6320795,12:25,0,infernus,grey talon,mcginnis,shiv,viscous,paradox,haze,wraith,kelvin,pocket,vindicta,yamato
6320797,31:27,0,bebop,haze,pocket,mcginnis,seven,lady geist,paradox,abrams,wraith,shiv,dynamo,lash
6320799,38:21,1,abrams,warden,vindicta,grey talon,pocket,yamato,paradox,infernus,wraith,seven,lash,mcginnis
6320800,27:59,1,grey talon,warden,seven,dynamo,yamato,lady geist,mo & krill,wraith,lash,paradox,mcginnis,vindicta
6320801,26:29,1,paradox,dynamo,shiv,lash,grey talon,infernus,vindicta,seven,wraith,bebop,mo & krill,haze
6320802,32:56,0,vindicta,ivy,dynamo,haze,grey talon,wraith,seven,yamato,mcginnis,kelvin,bebop,infernus
6320803,7:34,0,paradox,bebop,infernus,seven,lash,pocket,wraith,haze,kelvin,abrams,vindicta,dynamo
6320804,8:30,0,vindicta,warden,wraith,lady geist,mo & krill,grey talon,abrams,dynamo,haze,ivy,bebop,seven
6320805,36:52,1,infernus,grey talon,wraith,bebop,lady geist,mcginnis,kelvin,vindicta,shiv,haze,dynamo,ivy
6320806,42:39,1,warden,seven,pocket,abrams,yamato,infernus,mcginnis,shiv,bebop,wraith,kelvin,vindicta
6320807,33:35,0,yamato,warden,wraith,shiv,lash,vindicta,grey talon,lady geist,haze,paradox,mcginnis,dynamo
6320808,19:18,1,dynamo,abrams,infernus,haze,bebop,warden,kelvin,grey talon,mcginnis,yamato,ivy,seven
6320809,53:23,1,grey talon,paradox,lady geist,seven,bebop,infernus,pocket,viscous,haze,mcginnis,shiv,yamato
6320811,25:09,1,mo & krill,warden,wraith,haze,bebop,vindicta,seven,mcginnis,grey talon,shiv,infernus,abrams
6320818,38:57,0,pocket,lady geist,mcginnis,mo & krill,infernus,haze,lash,shiv,bebop,yamato,paradox,wraith
6320821,46:21,1,pocket,lady geist,vindicta,infernus,grey talon,lash,wraith,warden,bebop,seven,viscous,haze
6320822,40:24,0,kelvin,yamato,seven,bebop,grey talon,shiv,wraith,mcginnis,ivy,haze,infernus,lash
6320823,42:59,1,pocket,ivy,bebop,viscous,vindicta,abrams,wraith,kelvin,seven,haze,lady geist,infernus
6320824,42:54,1,lash,seven,lady geist,shiv,yamato,mo & krill,mcginnis,viscous,vindicta,grey talon,bebop,haze
6320825,25:48,0,lady geist,lash,seven,mcginnis,haze,grey talon,infernus,wraith,abrams,yamato,vindicta,kelvin
6320827,40:02,0,viscous,wraith,abrams,seven,kelvin,mo & krill,lady geist,grey talon,paradox,vindicta,pocket,haze
6320830,41:02,0,shiv,yamato,bebop,paradox,mo & krill,lash,haze,wraith,kelvin,abrams,mcginnis,ivy
6320831,38:27,0,warden,grey talon,lady geist,lash,abrams,seven,kelvin,shiv,mcginnis,bebop,wraith,mo & krill
6320835,26:50,0,abrams,grey talon,mo & krill,seven,mcginnis,ivy,infernus,yamato,bebop,paradox,lady geist,vindicta
6320841,31:43,0,warden,mcginnis,seven,haze,bebop,wraith,vindicta,dynamo,abrams,shiv,ivy,lady geist
6320845,30:24,0,vindicta,mo & krill,lash,pocket,dynamo,abrams,shiv,mcginnis,wraith,haze,paradox,yamato
6320850,32:53,1,mo & krill,pocket,viscous,ivy,shiv,bebop,kelvin,haze,wraith,seven,vindicta,infernus
6320851,50:09,1,pocket,mcginnis,abrams,yamato,lady geist,vindicta,haze,ivy,seven,wraith,infernus,lash
6320855,33:26,0,bebop,haze,seven,wraith,warden,mo & krill,ivy,lash,abrams,vindicta,grey talon,dynamo
6320858,31:42,1,paradox,wraith,kelvin,shiv,mcginnis,grey talon,vindicta,pocket,seven,haze,abrams,bebop
6320861,21:00,1,abrams,warden,seven,infernus,vindicta,lady geist,kelvin,lash,wraith,grey talon,haze,viscous
6320862,22:54,1,yamato,paradox,bebop,wraith,abrams,lash,lady geist,mcginnis,vindicta,shiv,warden,seven
6320863,44:23,1,lash,shiv,bebop,infernus,seven,yamato,haze,wraith,dynamo,vindicta,grey talon,viscous
6320864,35:31,0,abrams,haze,vindicta,kelvin,pocket,infernus,warden,wraith,lady geist,yamato,grey talon,seven
6320865,24:06,0,lash,mcginnis,lady geist,seven,vindicta,pocket,wraith,grey talon,bebop,mo & krill,haze,infernus
6320866,42:29,0,haze,yamato,bebop,lady geist,pocket,wraith,infernus,grey talon,dynamo,seven,vindicta,shiv
6320868,41:02,0,haze,ivy,warden,viscous,vindicta,lady geist,shiv,bebop,kelvin,mcginnis,infernus,paradox
6320873,24:06,1,pocket,vindicta,wraith,infernus,mcginnis,lady geist,lash,yamato,paradox,shiv,grey talon,seven
6320874,26:54,0,grey talon,infernus,mcginnis,mo & krill,dynamo,ivy,warden,shiv,abrams,haze,vindicta,seven
6320875,23:41,1,viscous,grey talon,wraith,bebop,mcginnis,kelvin,pocket,seven,infernus,warden,lash,lady geist
6320876,33:41,1,dynamo,lady geist,warden,seven,vindicta,haze,wraith,mo & krill,grey talon,bebop,infernus,shiv
6320877,38:08,1,warden,lady geist,grey talon,wraith,lash,shiv,abrams,haze,seven,infernus,yamato,vindicta
6320878,35:36,0,wraith,infernus,lash,haze,seven,mcginnis,yamato,abrams,vindicta,mo & krill,lady geist,paradox
6320880,24:10,0,wraith,haze,lady geist,bebop,vindicta,pocket,seven,paradox,dynamo,infernus,mcginnis,abrams
6320881,14:29,1,vindicta,wraith,haze,ivy,bebop,paradox,lash,grey talon,mcginnis,seven,infernus,yamato
6320882,28:52,1,warden,mcginnis,infernus,lady geist,wraith,kelvin,vindicta,grey talon,paradox,seven,haze,bebop
6320883,35:22,0,infernus,wraith,lady geist,yamato,haze,shiv,mo & krill,abrams,seven,lash,mcginnis,warden
6320884,39:03,0,lady geist,mo & krill,infernus,mcginnis,abrams,vindicta,wraith,seven,paradox,bebop,warden,lash
6320885,49:57,0,bebop,seven,abrams,vindicta,haze,viscous,warden,ivy,grey talon,yamato,paradox,kelvin
6320886,20:23,1,seven,bebop,warden,shiv,wraith,abrams,infernus,vindicta,lady geist,mo & krill,yamato,haze
6320891,32:43,1,warden,wraith,seven,dynamo,infernus,bebop,haze,yamato,vindicta,mo & krill,mcginnis,viscous
6320892,24:56,1,infernus,abrams,grey talon,warden,haze,bebop,kelvin,lady geist,mcginnis,pocket,viscous,seven
6320894,41:00,1,seven,wraith,lady geist,viscous,bebop,haze,infernus,vindicta,warden,kelvin,abrams,dynamo
6320895,29:02,1,seven,infernus,dynamo,lady geist,warden,mcginnis,grey talon,yamato,vindicta,bebop,haze,abrams
6320896,17:16,1,wraith,vindicta,dynamo,pocket,bebop,viscous,ivy,seven,infernus,yamato,haze,mcginnis
6320897,35:12,1,bebop,vindicta,grey talon,wraith,yamato,infernus,shiv,haze,viscous,dynamo,ivy,mcginnis
6320898,29:30,1,vindicta,dynamo,seven,lash,yamato,warden,bebop,wraith,infernus,kelvin,paradox,viscous
6320900,28:36,0,shiv,haze,grey talon,kelvin,yamato,pocket,wraith,seven,vindicta,paradox,mcginnis,bebop
6320902,32:51,0,grey talon,kelvin,bebop,pocket,vindicta,haze,mcginnis,abrams,ivy,lady geist,paradox,wraith
6320903,27:00,0,abrams,haze,seven,shiv,mo & krill,wraith,vindicta,infernus,yamato,viscous,bebop,grey talon
6320907,25:23,0,ivy,vindicta,infernus,warden,dynamo,mo & krill,lady geist,haze,yamato,grey talon,bebop,shiv
6320911,36:55,1,warden,abrams,yamato,bebop,lash,vindicta,haze,seven,infernus,wraith,shiv,pocket
6320913,10:57,0,lash,ivy,infernus,yamato,wraith,kelvin,vindicta,bebop,grey talon,pocket,haze,seven
6320914,37:44,1,shiv,seven,vindicta,pocket,grey talon,dynamo,kelvin,infernus,mcginnis,haze,yamato,wraith
6320915,18:59,1,paradox,lady geist,vindicta,haze,grey talon,lash,seven,bebop,pocket,abrams,warden,infernus
6320917,30:19,1,dynamo,kelvin,seven,ivy,warden,pocket,vindicta,paradox,haze,mo & krill,viscous,mcginnis
6320918,36:21,1,infernus,abrams,dynamo,shiv,viscous,warden,bebop,paradox,grey talon,kelvin,haze,seven
6320919,30:16,0,paradox,wraith,bebop,warden,haze,infernus,abrams,viscous,seven,vindicta,lady geist,mcginnis
6320921,13:38,0,yamato,lady geist,seven,vindicta,infernus,paradox,haze,lash,kelvin,grey talon,mo & krill,wraith
6320923,29:35,0,infernus,yamato,abrams,lady geist,vindicta,wraith,grey talon,seven,bebop,haze,mcginnis,paradox
6320925,35:39,0,haze,vindicta,lady geist,ivy,shiv,yamato,infernus,lash,abrams,pocket,dynamo,seven
6320935,31:11,0,paradox,infernus,warden,mo & krill,haze,pocket,shiv,lash,grey talon,wraith,viscous,seven
6320937,33:43,1,bebop,mcginnis,abrams,haze,warden,wraith,mo & krill,dynamo,vindicta,seven,paradox,grey talon
6320938,29:41,0,haze,mcginnis,seven,lady geist,bebop,vindicta,infernus,paradox,mo & krill,dynamo,wraith,ivy
6320939,34:49,1,dynamo,mcginnis,vindicta,seven,pocket,mo & krill,viscous,lady geist,warden,paradox,wraith,haze
6320940,19:05,1,haze,shiv,pocket,grey talon,seven,vindicta,infernus,mcginnis,bebop,ivy,wraith,lady geist
6320941,51:03,1,grey talon,yamato,ivy,seven,abrams,pocket,bebop,wraith,infernus,haze,mcginnis,vindicta
6320949,25:25,1,lady geist,bebop,vindicta,infernus,pocket,haze,paradox,abrams,wraith,mo & krill,kelvin,yamato
6320950,27:04,1,seven,kelvin,infernus,bebop,haze,ivy,wraith,paradox,shiv,lash,abrams,viscous
6320951,30:18,0,ivy,infernus,yamato,mcginnis,haze,seven,pocket,wraith,warden,paradox,vindicta,grey talon
6320953,23:00,0,haze,yamato,mcginnis,grey talon,warden,vindicta,infernus,seven,wraith,ivy,lady geist,bebop
6320954,23:20,1,haze,infernus,yamato,seven,vindicta,abrams,dynamo,warden,grey talon,ivy,mcginnis,wraith
6320955,12:20,1,grey talon,abrams,vindicta,infernus,mo & krill,haze,bebop,yamato,dynamo,wraith,seven,pocket
6320956,36:53,1,grey talon,wraith,ivy,infernus,paradox,seven,vindicta,yamato,haze,pocket,viscous,bebop
6320957,45:46,0,seven,mcginnis,wraith,warden,dynamo,yamato,abrams,haze,vindicta,shiv,grey talon,mo & krill
6320960,24:32,0,haze,viscous,seven,warden,pocket,wraith,lash,abrams,lady geist,kelvin,dynamo,vindicta
6320961,22:28,1,vindicta,abrams,haze,seven,wraith,grey talon,pocket,yamato,mcginnis,paradox,bebop,ivy
6320962,25:17,1,vindicta,viscous,haze,wraith,mcginnis,bebop,grey talon,abrams,yamato,seven,warden,kelvin
6320963,32:05,0,wraith,haze,kelvin,abrams,seven,bebop,lady geist,grey talon,vindicta,dynamo,infernus,mo & krill
6320964,28:06,0,viscous,lady geist,wraith,warden,vindicta,seven,lash,yamato,mo & krill,infernus,mcginnis,bebop
6320965,24:26,1,seven,ivy,wraith,shiv,bebop,warden,kelvin,vindicta,infernus,mo & krill,lash,lady geist
6320975,47:25,1,abrams,shiv,seven,infernus,pocket,grey talon,lash,mcginnis,vindicta,haze,paradox,lady geist
6320979,20:41,0,seven,wraith,bebop,abrams,infernus,grey talon,viscous,haze,ivy,warden,vindicta,mcginnis
6320980,20:55,1,vindicta,yamato,seven,wraith,haze,pocket,mcginnis,infernus,bebop,paradox,grey talon,viscous
6320981,14:15,0,pocket,lady geist,ivy,vindicta,bebop,seven,wraith,haze,kelvin,warden,grey talon,paradox
6320982,22:44,0,mo & krill,haze,lady geist,infernus,seven,wraith,bebop,lash,warden,pocket,mcginnis,vindicta
6320983,26:53,1,kelvin,haze,viscous,yamato,dynamo,wraith,vindicta,paradox,grey talon,ivy,seven,bebop
6320984,29:29,1,yamato,seven,lash,shiv,wraith,paradox,mo & krill,bebop,mcginnis,ivy,infernus,grey talon
6320989,14:55,0,seven,ivy,paradox,infernus,grey talon,haze,pocket,warden,vindicta,lash,yamato,wraith
6320990,34:46,0,lash,seven,pocket,viscous,vindicta,bebop,paradox,kelvin,mcginnis,wraith,haze,ivy
6320993,31:50,1,seven,bebop,kelvin,haze,dynamo,vindicta,wraith,warden,lady geist,yamato,infernus,grey talon
6320997,13:55,0,lash,wraith,bebop,yamato,grey talon,seven,pocket,haze,infernus,mcginnis,warden,mo & krill
6321005,43:33,1,bebop,seven,haze,abrams,lady geist,infernus,vindicta,mo & krill,warden,ivy,grey talon,mcginnis
6321021,19:19,1,shiv,dynamo,paradox,haze,seven,viscous,mcginnis,lash,infernus,vindicta,abrams,ivy
6321022,42:12,1,pocket,kelvin,mcginnis,infernus,vindicta,wraith,lash,seven,abrams,haze,warden,dynamo
6321023,25:59,0,vindicta,abrams,mcginnis,kelvin,infernus,ivy,warden,seven,mo & krill,bebop,paradox,dynamo
6321024,21:12,1,abrams,pocket,lady geist,mcginnis,haze,grey talon,bebop,vindicta,seven,shiv,warden,infernus
6321025,44:49,0,wraith,infernus,seven,dynamo,warden,vindicta,paradox,pocket,kelvin,yamato,haze,lady geist
6321030,37:47,0,paradox,warden,bebop,seven,mcginnis,pocket,grey talon,vindicta,abrams,haze,yamato,lady geist
6321031,13:02,0,infernus,ivy,viscous,seven,grey talon,warden,haze,wraith,pocket,lash,abrams,dynamo
6321032,19:06,0,warden,wraith,viscous,infernus,kelvin,seven,ivy,haze,mo & krill,grey talon,lady geist,yamato
6321033,25:43,1,vindicta,wraith,grey talon,lady geist,dynamo,haze,abrams,paradox,viscous,kelvin,seven,yamato
6321034,25:30,1,seven,infernus,paradox,lash,pocket,dynamo,vindicta,wraith,mo & krill,warden,abrams,haze
6321035,31:04,1,mcginnis,warden,pocket,infernus,shiv,mo & krill,grey talon,seven,paradox,kelvin,haze,abrams
6321036,47:12,1,vindicta,grey talon,seven,paradox,lash,abrams,pocket,viscous,infernus,wraith,lady geist,haze
6321037,40:33,1,mcginnis,vindicta,lady geist,wraith,viscous,paradox,seven,infernus,pocket,kelvin,abrams,shiv
6321039,45:50,0,dynamo,mcginnis,abrams,lady geist,haze,seven,ivy,warden,infernus,shiv,pocket,vindicta
6321040,28:08,0,infernus,kelvin,mcginnis,paradox,pocket,lady geist,seven,grey talon,warden,bebop,haze,vindicta
6321041,38:53,1,dynamo,haze,infernus,lady geist,pocket,mcginnis,mo & krill,abrams,bebop,shiv,ivy,seven
6321042,46:19,0,kelvin,infernus,haze,grey talon,warden,wraith,seven,viscous,ivy,abrams,vindicta,shiv
6321043,27:43,0,abrams,paradox,haze,yamato,bebop,lady geist,mcginnis,seven,wraith,dynamo,viscous,vindicta
6321046,22:16,1,infernus,bebop,yamato,grey talon,viscous,vindicta,wraith,lady geist,warden,mo & krill,seven,lash
6321053,34:21,0,paradox,wraith,abrams,viscous,dynamo,ivy,grey talon,haze,mo & krill,warden,lash,seven
6321054,32:38,1,vindicta,lash,dynamo,seven,abrams,kelvin,lady geist,wraith,shiv,paradox,infernus,haze
6321055,39:11,0,shiv,wraith,haze,mcginnis,infernus,paradox,seven,bebop,kelvin,pocket,mo & krill,grey talon
6321056,38:10,0,lash,seven,dynamo,haze,vindicta,mo & krill,mcginnis,yamato,bebop,warden,pocket,abrams
6321057,39:06,1,lash,abrams,mcginnis,vindicta,haze,bebop,kelvin,lady geist,seven,mo & krill,warden,yamato
6321058,54:08,0,yamato,paradox,lash,shiv,seven,infernus,haze,grey talon,vindicta,pocket,wraith,kelvin
6321059,44:18,0,seven,bebop,warden,grey talon,yamato,lash,paradox,haze,wraith,mcginnis,abrams,vindicta
6321062,7:44,0,haze,seven,ivy,dynamo,paradox,kelvin,mo & krill,vindicta,lash,grey talon,wraith,abrams
6321063,13:38,1,infernus,bebop,shiv,lady geist,mo & krill,warden,grey talon,seven,ivy,kelvin,dynamo,abrams
6321064,32:36,0,vindicta,lady geist,paradox,abrams,wraith,shiv,seven,haze,dynamo,grey talon,bebop,pocket
6321066,31:41,1,vindicta,mo & krill,paradox,abrams,mcginnis,seven,yamato,grey talon,wraith,dynamo,bebop,haze
6321067,37:47,1,haze,abrams,kelvin,warden,grey talon,paradox,viscous,pocket,mo & krill,ivy,bebop,infernus
6321068,27:04,1,shiv,haze,bebop,grey talon,wraith,lady geist,pocket,seven,vindicta,infernus,yamato,abrams
6321074,44:29,0,infernus,pocket,bebop,viscous,paradox,haze,abrams,grey talon,lady geist,kelvin,seven,wraith
6321075,27:10,0,seven,ivy,viscous,bebop,paradox,shiv,yamato,abrams,mcginnis,warden,grey talon,pocket
6321080,41:07,1,infernus,haze,warden,viscous,lady geist,bebop,pocket,vindicta,ivy,shiv,wraith,dynamo
6321086,24:25,1,lash,kelvin,viscous,yamato,wraith,vindicta,mcginnis,seven,bebop,infernus,abrams,haze
6321088,33:22,1,mcginnis,paradox,infernus,abrams,wraith,viscous,vindicta,bebop,dynamo,lady geist,haze,lash
6321091,42:08,0,haze,grey talon,seven,abrams,mcginnis,lady geist,warden,paradox,infernus,vindicta,wraith,lash
6321092,28:00,1,infernus,abrams,vindicta,mo & krill,haze,wraith,lash,shiv,ivy,lady geist,mcginnis,pocket
6321094,38:57,1,shiv,infernus,wraith,vindicta,viscous,lash,bebop,grey talon,paradox,warden,haze,seven
6321095,32:27,1,haze,seven,viscous,kelvin,ivy,shiv,abrams,mo & krill,mcginnis,vindicta,pocket,infernus
6321099,46:03,1,yamato,pocket,infernus,mcginnis,dynamo,abrams,seven,ivy,vindicta,haze,shiv,warden
6321100,17:08,0,yamato,grey talon,haze,seven,warden,abrams,pocket,infernus,shiv,lady geist,paradox,wraith
6321101,36:48,1,abrams,kelvin,lash,infernus,shiv,vindicta,seven,warden,wraith,haze,bebop,pocket
6321104,35:46,1,seven,lady geist,infernus,kelvin,paradox,dynamo,mcginnis,wraith,abrams,warden,mo & krill,grey talon
6321105,20:00,0,kelvin,paradox,mcginnis,yamato,lash,warden,grey talon,infernus,haze,pocket,viscous,seven
6321106,35:59,1,vindicta,pocket,abrams,dynamo,paradox,mo & krill,seven,ivy,mcginnis,bebop,yamato,wraith
6321107,45:46,0,vindicta,shiv,lady geist,bebop,viscous,wraith,seven,kelvin,grey talon,warden,haze,ivy
6321108,37:41,1,paradox,mcginnis,dynamo,seven,wraith,grey talon,lady geist,infernus,vindicta,lash,haze,viscous
6321109,33:02,0,mo & krill,seven,haze,yamato,ivy,infernus,wraith,lady geist,grey talon,abrams,dynamo,vindicta
6321110,33:08,1,vindicta,seven,pocket,mo & krill,grey talon,haze,infernus,mcginnis,bebop,dynamo,lady geist,ivy
6321111,26:26,0,mcginnis,haze,grey talon,wraith,mo & krill,abrams,seven,bebop,vindicta,kelvin,paradox,viscous
6321112,25:19,0,warden,lady geist,mcginnis,grey talon,ivy,kelvin,vindicta,haze,wraith,seven,pocket,abrams
6321114,25:22,0,paradox,seven,abrams,haze,warden,ivy,dynamo,shiv,vindicta,viscous,infernus,kelvin
6321115,26:19,1,bebop,warden,ivy,infernus,vindicta,wraith,kelvin,pocket,paradox,viscous,seven,mcginnis
6321116,30:07,1,paradox,bebop,vindicta,grey talon,shiv,kelvin,seven,infernus,dynamo,haze,warden,mcginnis
6321117,35:26,1,grey talon,infernus,mcginnis,vindicta,haze,ivy,warden,viscous,yamato,bebop,seven,wraith
6321118,39:19,0,viscous,abrams,infernus,lady geist,wraith,seven,mo & krill,mcginnis,paradox,warden,kelvin,vindicta
6321119,32:08,0,haze,mcginnis,paradox,infernus,warden,ivy,wraith,abrams,seven,grey talon,bebop,yamato
6321121,30:33,1,infernus,bebop,paradox,haze,lady geist,viscous,seven,vindicta,mcginnis,wraith,yamato,ivy
6321122,10:01,0,wraith,bebop,dynamo,seven,vindicta,haze,lash,mcginnis,pocket,kelvin,viscous,yamato
6321123,47:30,0,abrams,haze,seven,shiv,grey talon,bebop,lady geist,paradox,pocket,mo & krill,dynamo,viscous
6321125,22:49,0,abrams,bebop,grey talon,seven,mcginnis,pocket,shiv,lash,haze,vindicta,dynamo,wraith
6321132,19:36,0,ivy,wraith,haze,kelvin,mcginnis,abrams,lady geist,bebop,infernus,grey talon,vindicta,seven
6321133,30:15,0,grey talon,kelvin,wraith,shiv,infernus,haze,viscous,ivy,dynamo,vindicta,mo & krill,lash
6321134,25:35,0,haze,yamato,kelvin,grey talon,infernus,mo & krill,viscous,shiv,dynamo,bebop,abrams,seven
6321135,22:38,1,mcginnis,wraith,mo & krill,warden,haze,grey talon,dynamo,seven,bebop,paradox,lady geist,vindicta
6321136,30:59,0,bebop,wraith,warden,lady geist,yamato,vindicta,dynamo,seven,viscous,haze,infernus,grey talon
6321137,21:00,1,infernus,kelvin,lash,dynamo,shiv,grey talon,bebop,lady geist,seven,haze,viscous,paradox
6321142,31:19,1,lady geist,seven,mcginnis,wraith,warden,vindicta,haze,bebop,yamato,ivy,grey talon,viscous
6321143,38:46,1,lady geist,grey talon,infernus,lash,wraith,vindicta,haze,shiv,kelvin,seven,yamato,mcginnis
6321144,24:27,1,infernus,wraith,haze,shiv,warden,dynamo,pocket,kelvin,seven,bebop,mo & krill,abrams
6321145,19:24,0,haze,shiv,lady geist,pocket,mo & krill,grey talon,abrams,bebop,seven,kelvin,warden,lash
6321146,30:54,1,pocket,infernus,paradox,abrams,dynamo,vindicta,yamato,wraith,lash,mcginnis,haze,warden
6321147,37:28,1,grey talon,pocket,abrams,mcginnis,haze,paradox,seven,dynamo,infernus,kelvin,vindicta,wraith
6321148,41:34,1,warden,lash,wraith,haze,pocket,bebop,viscous,infernus,yamato,vindicta,grey talon,seven
6321149,15:51,0,vindicta,seven,dynamo,abrams,lady geist,grey talon,mcginnis,wraith,infernus,mo & krill,bebop,haze
6321150,20:09,1,kelvin,abrams,mcginnis,vindicta,bebop,seven,paradox,lady geist,haze,wraith,infernus,grey talon
6321151,27:22,1,shiv,kelvin,seven,wraith,grey talon,mo & krill,haze,infernus,bebop,vindicta,lady geist,dynamo
6321155,35:54,1,grey talon,lash,warden,lady geist,infernus,wraith,viscous,kelvin,haze,abrams,bebop,seven
6321156,27:35,1,bebop,wraith,viscous,lash,warden,haze,seven,paradox,grey talon,shiv,vindicta,mcginnis
6321160,18:11,0,wraith,infernus,seven,mo & krill,vindicta,lady geist,yamato,mcginnis,pocket,paradox,grey talon,haze
6321161,16:23,0,mo & krill,grey talon,infernus,haze,yamato,seven,vindicta,kelvin,mcginnis,dynamo,lady geist,bebop
6321162,56:33,1,vindicta,haze,mo & krill,paradox,wraith,bebop,grey talon,lady geist,seven,infernus,mcginnis,shiv
6321163,21:55,0,haze,mo & krill,vindicta,wraith,pocket,grey talon,bebop,paradox,mcginnis,infernus,lady geist,yamato
6321165,19:33,1,dynamo,grey talon,ivy,lady geist,wraith,haze,abrams,infernus,vindicta,warden,seven,lash
6321166,41:31,1,warden,lady geist,infernus,seven,mcginnis,dynamo,wraith,viscous,paradox,vindicta,haze,abrams
6321167,35:37,1,infernus,bebop,wraith,mcginnis,vindicta,haze,paradox,lady geist,abrams,yamato,pocket,seven
6321168,40:54,1,haze,infernus,mo & krill,bebop,dynamo,paradox,wraith,vindicta,yamato,lady geist,mcginnis,seven
6321172,33:07,1,ivy,vindicta,lash,mcginnis,grey talon,abrams,haze,dynamo,warden,infernus,seven,lady geist
6321173,28:50,1,viscous,lash,grey talon,mo & krill,yamato,bebop,warden,haze,seven,wraith,mcginnis,infernus
6321175,19:25,1,infernus,lash,abrams,wraith,haze,viscous,grey talon,ivy,mcginnis,shiv,seven,dynamo
6321177,40:59,0,infernus,grey talon,mo & krill,haze,mcginnis,vindicta,wraith,kelvin,dynamo,seven,yamato,bebop
6321180,26:08,0,paradox,haze,kelvin,mo & krill,pocket,infernus,wraith,vindicta,seven,abrams,yamato,mcginnis
6321181,17:42,1,bebop,abrams,dynamo,vindicta,infernus,yamato,mcginnis,wraith,lash,haze,seven,ivy
6321182,26:03,0,bebop,wraith,dynamo,infernus,seven,haze,lash,yamato,vindicta,abrams,kelvin,mcginnis
6321183,30:06,0,lady geist,paradox,bebop,yamato,seven,shiv,infernus,haze,pocket,abrams,vindicta,dynamo
6321184,29:48,0,mcginnis,wraith,kelvin,lady geist,pocket,viscous,bebop,haze,seven,dynamo,infernus,ivy
6321185,44:16,1,paradox,viscous,mcginnis,haze,pocket,warden,grey talon,bebop,lady geist,seven,abrams,lash
6321187,31:27,0,wraith,bebop,abrams,yamato,viscous,pocket,haze,kelvin,warden,lash,vindicta,infernus
6321189,32:33,0,seven,infernus,ivy,lash,mo & krill,grey talon,paradox,yamato,haze,shiv,wraith,viscous
6321194,35:30,0,ivy,haze,infernus,shiv,lady geist,viscous,wraith,pocket,bebop,yamato,vindicta,mcginnis
6321195,36:00,1,yamato,pocket,lady geist,bebop,infernus,seven,grey talon,wraith,vindicta,warden,abrams,ivy
6321196,13:11,1,haze,bebop,lash,mo & krill,ivy,seven,pocket,yamato,lady geist,dynamo,paradox,infernus
6321198,31:59,1,shiv,lash,bebop,grey talon,dynamo,vindicta,haze,seven,abrams,yamato,kelvin,pocket
6321200,42:52,1,lady geist,infernus,viscous,haze,abrams,pocket,shiv,kelvin,grey talon,seven,vindicta,yamato
6321207,40:14,1,grey talon,paradox,haze,lady geist,shiv,kelvin,infernus,abrams,mo & krill,wraith,seven,dynamo
6321208,34:40,1,mcginnis,paradox,infernus,lady geist,vindicta,mo & krill,wraith,seven,bebop,viscous,grey talon,haze
6321211,29:00,1,ivy,paradox,seven,yamato,mo & krill,pocket,haze,bebop,dynamo,grey talon,infernus,wraith
6321212,37:34,0,infernus,haze,mo & krill,seven,kelvin,shiv,grey talon,bebop,abrams,mcginnis,vindicta,wraith
6321217,26:03,1,mcginnis,vindicta,mo & krill,viscous,ivy,infernus,haze,bebop,shiv,warden,seven,abrams
6321220,24:40,0,yamato,mcginnis,warden,ivy,vindicta,dynamo,wraith,haze,seven,mo & krill,infernus,lady geist
6321221,32:22,1,pocket,haze,vindicta,lash,shiv,grey talon,infernus,mcginnis,ivy,seven,mo & krill,paradox
6321223,26:29,0,haze,warden,grey talon,infernus,shiv,vindicta,paradox,wraith,seven,mcginnis,ivy,bebop
6321224,18:39,1,abrams,pocket,paradox,bebop,wraith,vindicta,infernus,yamato,grey talon,mcginnis,lash,shiv
6321227,42:30,0,seven,shiv,mcginnis,ivy,lady geist,paradox,vindicta,pocket,haze,lash,warden,bebop
6321228,50:09,1,haze,lash,bebop,shiv,pocket,grey talon,yamato,mcginnis,viscous,infernus,paradox,warden
6321231,20:24,1,lady geist,dynamo,vindicta,lash,abrams,bebop,mcginnis,mo & krill,wraith,viscous,infernus,seven
6321233,32:54,0,mcginnis,haze,wraith,lady geist,grey talon,kelvin,vindicta,seven,infernus,abrams,bebop,yamato
6321234,39:29,1,vindicta,dynamo,haze,infernus,seven,viscous,yamato,bebop,mo & krill,shiv,wraith,paradox
6321236,30:22,0,shiv,haze,grey talon,lash,wraith,paradox,ivy,bebop,seven,vindicta,warden,viscous
6321237,18:10,0,mcginnis,yamato,ivy,bebop,infernus,shiv,abrams,dynamo,seven,wraith,vindicta,mo & krill
6321238,28:22,1,dynamo,ivy,shiv,lady geist,kelvin,paradox,grey talon,wraith,infernus,seven,bebop,mcginnis
6321239,14:56,0,vindicta,mcginnis,seven,dynamo,haze,paradox,kelvin,grey talon,abrams,infernus,ivy,wraith
6321241,40:36,0,infernus,kelvin,shiv,bebop,dynamo,wraith,seven,mcginnis,viscous,haze,lady geist,mo & krill
6321245,33:09,1,haze,seven,infernus,lash,ivy,viscous,mcginnis,warden,abrams,lady geist,pocket,bebop
6321248,27:05,1,wraith,dynamo,lash,infernus,vindicta,yamato,seven,abrams,grey talon,warden,haze,kelvin
6321249,44:05,0,ivy,infernus,seven,bebop,warden,lash,viscous,mcginnis,pocket,paradox,haze,lady geist
