matchid,duration,winner,hero_1_A,nickname_1_A,lane_1_A,kills_1_A,deaths_1_A,assists_1_A,souls_1_A,SPM_1_A,last_hits_1_A,denies_1_A,level_1_A,hero_2_A,nickname_2_A,lane_2_A,kills_2_A,deaths_2_A,assists_2_A,souls_2_A,SPM_2_A,last_hits_2_A,denies_2_A,level_2_A,hero_3_A,nickname_3_A,lane_3_A,kills_3_A,deaths_3_A,assists_3_A,souls_3_A,SPM_3_A,last_hits_3_A,denies_3_A,level_3_A,hero_4_A,nickname_4_A,lane_4_A,kills_4_A,deaths_4_A,assists_4_A,souls_4_A,SPM_4_A,last_hits_4_A,denies_4_A,level_4_A,hero_5_A,nickname_5_A,lane_5_A,kills_5_A,deaths_5_A,assists_5_A,souls_5_A,SPM_5_A,last_hits_5_A,denies_5_A,level_5_A,hero_6_A,nickname_6_A,lane_6_A,kills_6_A,deaths_6_A,assists_6_A,souls_6_A,SPM_6_A,last_hits_6_A,denies_6_A,level_6_A,hero_1_B,nickname_1_B,lane_1_B,kills_1_B,deaths_1_B,assists_1_B,souls_1_B,SPM_1_B,last_hits_1_B,denies_1_B,level_1_B,hero_2_B,nickname_2_B,lane_2_B,kills_2_B,deaths_2_B,assists_2_B,souls_2_B,SPM_2_B,last_hits_2_B,denies_2_B,level_2_B,hero_3_B,nickname_3_B,lane_3_B,kills_3_B,deaths_3_B,assists_3_B,souls_3_B,SPM_3_B,last_hits_3_B,denies_3_B,level_3_B,hero_4_B,nickname_4_B,lane_4_B,kills_4_B,deaths_4_B,assists_4_B,souls_4_B,SPM_4_B,last_hits_4_B,denies_4_B,level_4_B,hero_5_B,nickname_5_B,lane_5_B,kills_5_B,deaths_5_B,assists_5_B,souls_5_B,SPM_5_B,last_hits_5_B,denies_5_B,level_5_B,hero_6_B,nickname_6_B,lane_6_B,kills_6_B,deaths_6_B,assists_6_B,souls_6_B,SPM_6_B,last_hits_6_B,denies_6_B,level_6_B
6428263,33:13,The Sapphire Flame,Seven,Yung Coconut Milk,Left,3,8,8,24910,749.92,129,3,25,Grey Talon,timphyfe,Left,1,5,6,24146,726.92,128,13,25,Pocket,PushingSmokes<3,Mid Right,2,8,6,25517,768.2,168,15,25,Mo & Krill,R3V3RS3D_SouL,Right,11,9,7,27917,840.45,132,13,26,Lady Geist,130354510,Right,0,11,11,20016,602.59,69,5,23,McGinnis,69379089,Right,7,5,5,29303,882.18,194,8,26,Lash,1120541075,Left,4,3,17,36121,1087.44,163,10,28,Abrams,1541223518,Left,11,3,14,38010,1144.31,134,14,29,Haze,Chocolate Daddy,Mid Right,12,3,1,40477,1218.58,216,9,30,Paradox,Squggs,Right,4,8,7,24813,747.0,85,17,25,Bebop,1026819715,Right,4,5,14,28069,845.03,89,0,26,Warden,127285255,Right,11,3,15,39838,1199.34,244,8,30
6428264,32:29,The Sapphire Flame,Seven,Ram Ranch Cowboy,Left,5,9,15,25795,794.1,104,5,25,Lady Geist,hair is a bird,Left,3,12,10,22532,693.65,71,3,24,Infernus,Inkubus,Mid Right,4,10,6,26237,807.71,150,10,25,Grey Talon,Chudbrochil,Right,6,11,14,31069,956.46,137,6,27,McGinnis,139569785,Right,4,14,6,21792,670.87,79,6,23,Haze,1076888903,Right,14,7,6,35394,1089.6,147,15,28,Vindicta,38283323,Left,3,3,8,31119,958.0,159,3,27,Wraith,243486800,Left,11,7,9,34751,1069.81,151,8,28,Bebop,162384043,Mid Right,10,3,7,33521,1031.94,144,14,28,Shiv,185320356,Right,28,8,9,42368,1304.3,144,9,31,Paradox,111313908,Right,8,11,8,25634,789.14,85,5,25,Pocket,pabloboblo,Right,3,4,9,30383,935.34,153,22,27
6428265,33:23,The Sapphire Flame,Abrams,124339186,Left,3,12,10,26799,802.77,101,12,25,Mo & Krill,382887896,Mid Right,3,13,13,22971,688.1,53,0,24,Dynamo,349610709,Mid Right,3,9,8,22240,666.2,63,3,24,Lash,86357096,Right,18,11,9,36553,1094.95,106,10,29,Vindicta,NC_Haise,Right,10,7,5,29852,894.22,126,5,26,Lady Geist,42806635,Right,7,4,12,36873,1104.53,225,2,29,Seven,70647025,Left,11,12,7,32709,979.8,190,4,27,Haze,Rabbit,Mid Right,14,9,12,38367,1149.29,181,16,29,Wraith,JoyceIsDie,Mid Right,2,6,11,29934,896.67,150,0,26,Infernus,Alanio,Right,11,4,16,35919,1075.96,152,14,28,Grey Talon,Trundole,Right,6,6,18,30643,917.91,111,14,27,McGinnis,965089183,Right,12,7,12,31093,931.39,87,14,27
6428267,33:33,The Sapphire Flame,Vindicta,179430933,Left,14,11,9,32677,973.98,145,0,27,Dynamo,95315607,Mid Right,3,6,23,30761,916.87,121,16,27,Haze,55227100,Right,20,13,8,33706,1004.65,92,15,28,Lash,Leonardo d20,Right,15,6,17,34520,1028.91,90,7,28,Bebop,MFA,Right,5,11,8,26919,802.35,120,3,25,Lady Geist,1277686859,Right,4,10,6,26383,786.38,129,1,25,Infernus,996140272,Left,0,19,5,18342,546.71,67,0,22,Wraith,467467242,Mid Right,4,13,9,26693,795.62,109,2,25,Warden,ovverz,Right,23,8,9,42584,1269.27,121,6,31,Seven,K1nhooW,Right,26,5,8,58275,1736.96,273,11,33,McGinnis,GravetoTorto,Right,2,8,8,27807,828.82,91,5,26,Paradox,463016521,Right,2,8,20,30743,916.33,121,19,27
6428268,28:08,The Sapphire Flame,Grey Talon,151323304,Left,8,13,2,22174,788.18,51,1,24,Infernus,75093127,Left,2,8,2,21127,750.96,108,3,23,Wraith,426139938,Mid Right,4,11,2,30190,1073.1,128,1,27,Seven,443457331,Mid Right,2,13,12,24912,885.5,133,1,25,Yamato,62554852,Right,0,7,2,19985,710.37,91,10,22,Dynamo,423841111,Right,6,8,2,22491,799.44,77,5,24,Vindicta,32290963,Left,5,3,14,21431,761.77,44,0,23,McGinnis,125210599,Left,14,7,21,29040,1032.23,134,4,26,Kelvin,239843086,Mid Right,10,2,24,25692,913.22,98,1,25,Ivy,98370955,Mid Right,3,4,25,20569,731.13,44,1,23,Bebop,79016467,Right,22,2,13,33968,1207.39,173,4,28,Paradox,Church,Right,6,4,13,37221,1323.02,237,11,29
6428269,46:02,The Sapphire Flame,Bebop,81025912,Left,17,15,31,55806,1212.3,209,21,33,Vindicta,107646292,Mid Right,12,13,19,40177,872.78,124,11,30,Dynamo,73715851,Right,8,13,25,37431,813.13,103,3,29,McGinnis,83846721,Right,11,4,35,56878,1235.58,191,17,33,Paradox,402465238,Right,7,14,20,36184,786.04,137,3,29,Haze,169261534,Right,22,10,13,51733,1123.82,225,14,33,Lash,111060230,Left,8,7,13,47413,1029.97,193,6,32,Grey Talon,180337775,Mid Right,4,20,7,29625,643.56,127,7,26,Seven,210683534,Right,15,10,18,62757,1363.29,386,4,33,Viscous,9451802,Right,4,15,18,35972,781.43,119,1,28,Wraith,280454328,Right,11,16,18,52630,1143.3,209,21,33,Pocket,923025084,Right,27,9,12,63543,1380.37,255,7,33
6428270,27:33,The Amber Hand,Lady Geist,Cindella,Left,10,4,14,30653,1112.63,174,8,27,Wraith,Cogidubnus,Mid Right,6,5,5,20283,736.23,31,4,23,McGinnis,114751892,Mid Right,9,5,5,25616,929.8,133,9,25,Yamato,Donkity,Right,9,2,10,29153,1058.19,96,15,26,Shiv,Zyrotech,Right,3,9,12,26540,963.34,113,8,25,Seven,LyzrdWyzrd,Right,7,2,14,38611,1401.49,264,7,29,Grey Talon,168890240,Left,5,5,6,27940,1014.16,147,10,26,Viscous,dwee,Mid Right,1,3,10,22844,829.18,96,12,24,Infernus,53573524,Mid Right,3,8,2,20819,755.68,90,6,23,Bebop,beew,Right,11,12,4,25015,907.99,100,7,25,Haze,Liquid,Right,3,7,9,21595,783.85,95,5,23,Warden,Colban,Right,4,10,9,21906,795.14,122,8,23
6428271,34:48,The Sapphire Flame,Pocket,semi,Left,9,10,10,23532,676.21,89,4,24,Lash,jeff hardy,Left,6,11,13,23589,677.84,98,7,24,Viscous,volatil3,Mid Right,5,8,10,25365,728.88,128,3,25,Kelvin,Nival Coryza,Right,10,5,10,31477,904.51,145,17,27,Seven,366407826,Right,2,12,9,20057,576.35,101,1,23,Vindicta,Twixy,Right,6,4,11,28769,826.7,142,8,26,Abrams,snag1,Left,13,5,14,44018,1264.89,212,11,31,Wraith,z4p,Left,13,6,11,37227,1069.74,183,27,29,Shiv,37207338,Mid Right,11,5,15,30689,881.87,103,3,27,McGinnis,Fenixfim,Right,6,10,22,32133,923.36,127,9,27,Dynamo,Chazterbation,Right,5,5,22,28950,831.9,71,7,26,Mo & Krill,128920898,Right,2,7,16,30147,866.29,155,4,27
6428274,32:32,The Amber Hand,Infernus,Laborious,Left,4,8,15,35058,1077.6,186,5,28,Seven,anna may,Mid Right,9,5,12,38364,1179.22,243,21,29,Dynamo,DoodleBot,Right,9,3,16,39778,1222.68,157,34,30,McGinnis,385546291,Right,6,2,14,35290,1084.73,126,38,28,Warden,Nexus,Right,15,6,9,37340,1147.75,146,27,29,Shiv,Kxtana かたな,Right,8,8,10,27025,830.69,71,22,26,Wraith,Kuzco's Poison,Left,8,5,2,33656,1034.51,222,32,28,Lady Geist,BigChief,Mid Right,2,9,5,23876,733.89,148,14,24,Paradox,pitterpatterpea,Right,1,5,7,24831,763.25,99,9,25,Pocket,Sharkive,Right,10,12,3,33701,1035.89,145,5,28,Viscous,ShootMyGoo,Right,5,4,7,30287,930.95,168,4,27,Haze,Dogge,Right,6,16,6,28116,864.22,132,17,26
6428275,34:53,The Sapphire Flame,Vindicta,1061382980,Left,12,4,5,32222,923.71,89,7,27,Shiv,254009276,Mid Right,10,7,10,33384,957.02,165,18,28,Infernus,105897885,Right,2,15,3,23659,678.23,136,0,24,Viscous,175939738,Right,6,5,8,23655,678.12,79,6,24,Ivy,1101997795,Right,2,7,9,30163,864.68,158,6,27,Bebop,1091834230,Right,5,10,8,25022,717.31,97,8,25,McGinnis,Zevix,Left,9,9,10,29097,834.12,133,7,26,Paradox,Bella Blood,Mid Right,6,3,13,30710,880.36,124,25,27,Dynamo,161286388,Right,10,9,10,27819,797.49,97,10,26,Grey Talon,178193735,Right,4,12,7,19449,557.54,44,1,22,Kelvin,Wizznip,Right,10,2,20,33333,955.56,128,12,28,Seven,1263389147,Right,9,2,21,33507,960.54,155,9,28
6428280,45:43,The Sapphire Flame,Grey Talon,87901785,Left,4,12,2,28920,632.59,95,20,26,McGinnis,141365610,Mid Right,1,7,4,45217,989.07,255,44,32,Seven,104603346,Right,1,14,8,37100,811.52,205,13,29,Infernus,Whisper,Right,6,11,16,44434,971.94,155,11,31,Yamato,92500043,Right,19,13,13,57562,1259.1,210,11,33,Bebop,Skeletroll,Right,13,5,13,48061,1051.28,191,16,33,Dynamo,456731561,Left,16,8,10,51748,1131.93,213,25,33,Lady Geist,WreckXL,Mid Right,5,7,13,41571,909.32,246,12,30,Haze,Poptart From Mars,Right,8,10,12,44791,979.75,259,19,31,Lash,Meap ッ,Right,12,6,23,48888,1069.37,159,18,33,Wraith,135533581,Right,4,6,17,45283,990.51,215,9,32,Shiv,Toidi,Right,17,7,15,44891,981.94,83,3,31
6428282,35:01,The Sapphire Flame,McGinnis,353621834,Left,5,9,9,27512,785.68,115,5,26,Bebop,172189983,Left,6,11,7,25926,740.39,122,1,25,Viscous,121020242,Mid Right,16,6,3,39603,1130.98,138,5,30,Lash,339247033,Right,0,1,0,1782,50.89,0,0,1,Yamato,215223905,Right,19,6,3,40009,1142.57,129,3,30,Seven,1003278668,Right,0,10,13,31496,899.46,228,1,27,Vindicta,126037354,Left,4,10,13,28990,827.89,116,2,26,Haze,124590133,Left,1,12,6,24539,700.78,88,0,25,Infernus,1524856961,Mid Right,4,8,4,17201,491.22,77,3,21,Pocket,1048710311,Right,1,8,12,27651,789.65,122,1,26,Wraith,275511292,Right,24,4,6,51649,1474.98,220,18,33,Shiv,202622656,Right,9,4,13,30352,866.79,68,1,27
6428284,43:16,The Sapphire Flame,Seven,317577030,Left,3,8,27,41806,966.24,216,16,30,Paradox,170097458,Mid Right,5,11,12,37923,876.49,190,7,29,Dynamo,303781054,Right,4,10,14,31454,726.98,109,16,27,Kelvin,Cheesecake,Right,9,12,16,38001,878.3,131,19,29,Lash,ChEeSeYtAcO24,Right,21,7,14,51351,1186.85,192,12,33,Viscous,14783336,Right,8,10,14,46255,1069.07,151,10,32,Abrams,Fryn,Left,3,6,18,39914,922.51,169,17,30,Infernus,birdee,Mid Right,9,9,11,40301,931.46,180,32,30,Lady Geist,Mutedinlife,Right,16,7,14,54006,1248.21,223,7,33,Vindicta,143669735,Right,5,6,15,39389,910.38,186,10,30,Haze,Zawie,Right,20,14,15,51424,1188.54,126,10,33,Pocket,133983833,Right,5,8,26,44351,1025.06,199,7,31
6428285,43:24,The Sapphire Flame,Viscous,>:^),Left,9,7,12,37414,862.07,219,6,29,Wraith,198953451,Mid Right,14,9,19,36710,845.85,171,11,29,Mo & Krill,82031105,Mid Right,10,10,27,35581,819.84,144,11,28,Ivy,CopperLake,Right,12,9,19,38954,897.56,217,19,29,Dynamo,102789262,Right,2,10,14,27621,636.43,117,4,26,Haze,Wizmin,Right,18,7,14,43788,1008.94,211,11,31,Lash,102461817,Left,12,15,13,40785,939.75,165,17,30,Seven,mi padre ricardo,Mid Right,7,7,21,38881,895.88,155,10,29,Bebop,TjBojanglez,Mid Right,4,18,15,29536,680.55,77,10,26,McGinnis,311809026,Right,1,6,15,32363,745.69,131,8,27,Abrams,180538140,Right,19,12,13,41822,963.64,140,0,30,Shiv,oa,Right,9,7,8,42817,986.57,177,29,31
6428290,40:40,The Amber Hand,Wraith,157123803,Left,14,10,16,42683,1049.58,171,15,31,Bebop,96052748,Left,23,11,23,45455,1117.75,84,3,32,Lady Geist,RandyBobandy,Mid Right,7,6,14,42534,1045.92,211,17,31,Haze,105446757,Right,15,18,15,35664,876.98,75,2,28,Kelvin,172199861,Right,9,13,27,33290,818.61,82,7,28,Paradox,189646107,Right,7,16,16,33752,829.97,142,1,28,Shiv,83171299,Left,3,17,15,23381,574.94,33,1,24,Seven,51838163,Left,19,9,12,48342,1188.74,237,13,33,Warden,indownbad,Mid Right,9,14,15,34737,854.19,159,13,28,Infernus,911439243,Right,5,14,16,31250,768.44,129,2,27,Vindicta,64499342,Right,27,9,12,49656,1221.05,108,3,33,Mo & Krill,Carnifexecution,Right,11,12,19,39567,972.96,192,9,30
6428291,45:18,The Sapphire Flame,Kelvin,8bitgoodguy,Left,9,12,15,37493,827.66,152,26,29,McGinnis,345561159,Left,4,8,18,38733,855.03,187,24,29,Shiv,992224826,Mid Right,4,7,10,34225,755.52,97,12,28,Ivy,Jillyjally,Mid Right,12,8,15,46899,1035.3,261,26,32,Dynamo,123767839,Right,4,15,10,31167,688.01,153,20,27,Mo & Krill,gr8m8,Right,6,17,10,30681,677.28,132,22,27,Vindicta,860676662,Left,26,5,16,50999,1125.81,143,0,33,Viscous,Druinn,Left,7,4,28,41114,907.59,213,3,30,Bebop,Duchess,Mid Right,8,10,15,34329,757.81,129,7,28,Infernus,256799611,Mid Right,6,4,27,34749,767.09,153,7,28,Haze,Normal Pills Addict,Right,5,9,20,35038,773.47,194,15,28,Wraith,TravisTheButtsmacker,Right,14,8,12,40312,889.89,197,11,30
6428292,37:44,The Amber Hand,Kelvin,JoseARZ,Left,10,11,15,32928,872.65,146,15,27,Lady Geist,295713867,Mid Right,12,6,20,44168,1170.53,210,6,31,Warden,180025727,Mid Right,19,9,16,45023,1193.19,191,3,32,Grey Talon,44465137,Right,4,11,14,32167,852.48,126,10,27,Bebop,145458308,Right,19,8,18,42839,1135.31,129,10,31,Vindicta,142544862,Right,17,8,15,45662,1210.12,112,6,32,Shiv,Watdafuc123,Left,16,7,9,52683,1396.19,250,4,33,Yamato,JuniorPiglet,Mid Right,9,17,8,29937,793.38,90,10,27,McGinnis,184074494,Mid Right,9,16,14,33627,891.17,145,8,28,Seven,rynodino,Right,1,15,6,28810,763.52,184,6,26,Dynamo,TheWhitest,Right,4,10,11,32716,867.03,157,0,28,Wraith,Theluckylepr,Right,14,16,7,35310,935.78,153,13,28
6428296,35:18,The Sapphire Flame,Infernus,1081712043,Left,9,7,3,31696,897.9,165,8,27,Kelvin,98268206,Mid Right,5,11,6,25088,710.71,116,0,25,Vindicta,106043129,Mid Right,9,8,7,30547,865.35,98,5,27,Viscous,81464772,Right,1,7,6,29495,835.55,164,11,26,Yamato,895787592,Right,9,10,9,33762,956.43,94,9,28,McGinnis,129409647,Right,4,14,5,34129,966.83,167,19,28,Seven,415476645,Left,8,6,15,34237,969.89,198,11,28,Dynamo,764361176,Mid Right,9,2,7,37734,1068.95,211,6,29,Lash,82076685,Mid Right,9,9,15,30359,860.03,108,7,27,Wraith,59066672,Right,7,4,15,25735,729.04,70,6,25,Haze,230276997,Right,11,10,12,31286,886.29,125,8,27,Lady Geist,84279283,Right,13,6,9,30889,875.04,101,1,27
6428297,31:14,The Amber Hand,Vindicta,70732491,Left,4,5,17,26639,852.9,103,2,25,Wraith,983959265,Mid Right,9,10,13,30569,978.73,115,3,27,Yamato,86916660,Mid Right,11,6,10,34799,1114.16,137,1,28,Paradox,105853283,Right,4,7,8,26305,842.21,122,0,25,Infernus,37068891,Right,6,2,15,31771,1017.21,95,8,27,Bebop,149623733,Right,15,6,11,29324,938.87,104,2,26,McGinnis,Nethersidhe,Left,10,7,10,33867,1084.32,200,10,28,Kelvin,SkippyLippy,Mid Right,3,9,8,22262,712.76,91,8,24,Grey Talon,362583422,Mid Right,5,7,5,22730,727.75,117,4,24,Haze,78704586,Right,1,12,3,16846,539.36,79,0,21,Pocket,45467383,Right,5,11,9,23746,760.28,58,8,24,Seven,THANO5,Right,11,3,8,37313,1194.65,210,6,29
6428298,29:13,The Amber Hand,Viscous,870181800,Left,9,0,4,38023,1301.41,186,3,29,Grey Talon,333943076,Left,6,4,8,26507,907.26,89,2,25,Infernus,7ark,Mid Right,1,10,6,24276,830.9,125,9,25,Bebop,204182491,Right,15,3,6,32729,1120.22,140,4,27,Lash,209308161,Right,6,2,14,27482,940.63,86,0,26,Yamato,201172031,Right,13,2,4,35320,1208.9,175,8,28,Haze,85835634,Left,7,5,3,22091,756.11,52,10,24,Mo & Krill,349605097,Left,3,14,2,21379,731.74,108,1,23,Vindicta,115881407,Mid Right,4,7,5,20147,689.57,104,5,23,McGinnis,161955057,Right,1,10,3,18301,626.39,92,6,22,Wraith,160609088,Right,3,9,3,18289,625.98,90,10,22,Seven,hostage,Right,3,5,2,25030,856.7,178,7,25
6428299,41:40,The Sapphire Flame,Yamato,242614170,Left,22,12,21,43664,1047.94,128,0,31,Grey Talon,242751569,Left,20,10,22,43473,1043.35,157,2,31,Seven,845827270,Mid Right,6,9,21,32739,785.74,191,4,27,Vindicta,1132039897,Mid Right,12,3,11,39224,941.38,114,7,30,Shiv,883786937,Right,2,11,14,21538,516.91,52,2,23,Viscous,101944091,Right,5,11,15,27109,650.62,124,2,26,Ivy,1512574587,Left,6,22,6,23797,571.13,70,0,24,Infernus,157245026,Left,2,21,6,22140,531.36,90,3,23,Wraith,1288302070,Mid Right,3,7,13,28828,691.87,92,9,26,McGinnis,370476730,Mid Right,9,5,23,43870,1052.88,230,24,31,Warden,50985712,Right,9,8,13,29165,699.96,90,5,26,Haze,1099007614,Right,26,4,10,51202,1228.85,204,12,33
6428300,38:44,The Amber Hand,Seven,361658455,Left,5,8,8,39736,1025.89,227,2,30,McGinnis,1076007602,Mid Right,5,10,10,41755,1078.01,223,29,30,Infernus,8854304,Right,10,8,20,42029,1085.09,192,7,31,Dynamo,40225324,Right,8,8,26,31972,825.44,80,3,27,Abrams,King Weng Weng,Right,26,13,16,45158,1165.87,130,17,31,Shiv,apche90,Right,12,9,14,33690,869.79,113,4,28,Warden,91705074,Left,6,8,11,35344,912.5,146,10,28,Paradox,21302449,Mid Right,7,7,19,36750,948.8,200,25,29,Haze,1055404554,Right,11,9,9,31362,809.69,82,5,27,Grey Talon,301843832,Right,1,18,8,19608,506.23,65,4,22,Lash,39976726,Right,11,13,15,39868,1029.29,124,0,30,Lady Geist,Jpop,Right,19,11,15,47785,1233.69,249,0,32
6428304,20:50,The Sapphire Flame,Shiv,BlackCatEighty,Left,4,7,2,15243,731.66,59,4,20,Vindicta,86593835,Left,2,8,5,13064,627.07,26,0,18,Yamato,219870689,Mid Right,3,10,5,13582,651.94,56,2,18,Paradox,183142976,Right,2,10,4,13632,654.34,58,6,18,Ivy,881910416,Right,8,7,5,19319,927.31,66,13,22,Seven,100754743,Right,1,8,4,14551,698.45,98,14,19,Bebop,JC1134,Left,18,3,13,26307,1262.74,99,3,25,Pocket,188502776,Left,12,1,9,21494,1031.71,75,13,23,Haze,442655292,Mid Right,10,5,11,16719,802.51,46,7,21,Grey Talon,Brig,Right,1,3,11,15479,742.99,51,9,20,McGinnis,81533770,Right,3,5,9,15888,762.62,72,2,20,Lady Geist,872725503,Right,6,3,17,20552,986.5,95,7,23
6428307,34:01,The Sapphire Flame,Shiv,Moon Boy,Left,12,5,7,30975,910.58,162,6,27,Bebop,157982091,Mid Right,4,10,7,24876,731.29,95,0,25,Wraith,?,Mid Right,6,3,17,35408,1040.9,191,26,28,Dynamo,Will. S,Right,3,13,8,22730,668.2,97,0,24,Warden,42702504,Right,10,12,7,29014,852.93,114,5,26,Haze,22847636,Right,9,0,8,33017,970.61,133,17,28,Grey Talon,1121541503,Left,5,10,10,24401,717.32,106,18,25,Kelvin,Momon_Star.Twitch,Mid Right,6,5,10,31148,915.67,171,12,27,Infernus,84862819,Mid Right,4,9,12,25791,758.19,73,3,25,Pocket,redder than ever,Right,7,10,12,26884,790.32,125,10,25,Paradox,Mary Dilpickle,Right,6,7,10,29119,856.02,144,15,26,Seven,RightTesticleWho'sAlwaysRight,Right,15,3,9,42029,1235.54,253,10,31
6428310,36:22,The Amber Hand,Seven,214386719,Left,3,11,7,29449,809.78,141,0,26,Wraith,1053435323,Left,10,9,6,28844,793.14,116,2,26,Paradox,NightFade,Mid Right,5,10,11,28733,790.09,93,8,26,Bebop,220210051,Mid Right,5,15,6,23472,645.43,47,2,24,Haze,118811944,Right,42,11,1,59688,1641.28,199,6,33,Viscous,149503791,Right,2,3,5,32109,882.92,142,6,27,Yamato,112068563,Left,6,13,9,24535,674.66,82,2,25,Grey Talon,84086148,Left,1,15,2,21145,581.44,81,1,23,Infernus,1009063587,Mid Right,12,12,20,34133,938.58,108,3,28,Mo & Krill,SomeBodysEnemy,Mid Right,11,6,14,37561,1032.84,179,10,29,Vindicta,122187516,Right,2,14,10,23733,652.6,77,3,24,Lash,269939944,Right,27,7,10,48298,1328.08,173,6,33
6428313,17:26,The Amber Hand,Mo & Krill,194741,Left,9,1,9,18892,1083.67,75,0,22,Vindicta,10245564,Left,8,0,8,16648,954.95,50,0,21,Seven,412398242,Mid Right,6,0,14,19172,1099.73,147,19,22,Ivy,8571248,Right,10,1,14,16716,958.85,39,13,21,Dynamo,5784408,Right,5,0,21,15890,911.47,37,6,20,Pocket,cristonz,Right,10,0,5,19386,1112.01,98,8,22,Warden,2675266,Left,0,8,1,5654,324.32,32,2,10,Haze,145368118,Left,1,9,0,6322,362.64,40,0,11,Grey Talon,13432315,Mid Right,0,6,0,6407,367.51,61,3,11,McGinnis,1163280663,Right,1,8,0,7353,421.78,42,3,11,Infernus,387302094,Right,0,11,1,6502,372.96,56,1,11,Paradox,164030564,Right,0,7,0,8878,509.25,77,2,13
6428314,32:24,The Amber Hand,Dynamo,167247797,Left,0,14,0,21050,649.69,101,0,23,Infernus,166791785,Mid Right,5,8,18,27427,846.51,91,19,26,Warden,1531185692,Mid Right,7,11,10,24355,751.7,82,3,25,Shiv,80471905,Right,13,3,7,30480,940.74,94,2,27,Wraith,102489018,Right,15,3,14,42390,1308.33,183,12,31,Haze,182171219,Right,5,8,10,26604,821.11,128,3,25,Vindicta,330451459,Left,8,7,7,23574,727.59,57,3,24,Grey Talon,251306179,Mid Right,5,8,14,24693,762.13,91,2,25,Pocket,384491002,Mid Right,16,6,7,30870,952.78,119,6,27,Seven,365196192,Right,6,8,5,32150,992.28,164,4,27,Bebop,204503218,Right,7,9,4,26596,820.86,71,6,25,McGinnis,pvtvega,Right,4,7,8,24468,755.19,123,5,25
6428315,40:19,The Amber Hand,Kelvin,114121807,Left,13,4,26,44809,1111.43,223,11,31,Haze,83628221,Mid Right,24,5,15,48033,1191.39,180,14,32,Dynamo,87020692,Mid Right,15,8,30,36504,905.43,146,16,29,McGinnis,171428253,Right,3,12,20,25850,641.17,102,10,25,Lady Geist,85616722,Right,7,8,31,31715,786.65,101,4,27,Pocket,61658259,Right,20,2,20,50522,1253.13,228,11,33,Abrams,277456438,Left,13,9,12,46203,1146.0,157,22,32,Infernus,83317343,Mid Right,2,17,4,27463,681.18,80,1,26,Warden,"Call JG Wentworth, 877-CASH-NOW!",Mid Right,17,13,9,47541,1179.19,176,5,32,Seven,DON KEEDIC,Right,1,12,9,27424,680.21,107,11,26,Ivy,SuedeToast,Right,4,15,13,31225,774.49,105,9,27,Wraith,255201761,Right,2,17,6,27750,688.3,129,3,26
6428316,33:58,The Amber Hand,Ivy,57278139,Left,19,6,8,36821,1084.03,146,11,29,Haze,92921350,Mid Right,10,7,10,37600,1106.97,137,4,29,Seven,1099096011,Mid Right,14,8,9,41067,1209.04,200,4,30,Kelvin,393242858,Right,3,9,6,23078,679.43,126,3,24,Vindicta,102520009,Right,4,6,11,21946,646.1,42,5,23,Dynamo,10616508,Right,3,7,15,27141,799.05,75,17,26,Wraith,145518358,Left,11,10,6,34603,1018.73,178,18,28,Lash,138328657,Mid Right,9,8,9,28730,845.83,109,10,26,Bebop,493296698,Mid Right,2,10,14,25065,737.93,68,10,25,Grey Talon,1058456840,Right,8,8,13,26421,777.85,78,8,25,Mo & Krill,62945020,Right,8,8,13,29090,856.43,82,10,26,McGinnis,Swampy-ogre,Right,5,10,14,25098,738.9,125,6,25
6428317,30:36,The Amber Hand,Grey Talon,99057736,Left,9,11,7,24972,816.08,98,1,25,Yamato,1485277820,Left,7,7,11,24005,784.48,84,0,25,Seven,106348669,Mid Right,18,6,13,43650,1426.47,222,7,31,Viscous,Mr_Cozmo,Mid Right,5,2,13,28688,937.52,124,9,26,Bebop,EXCOMMUNICADO,Right,8,8,7,23265,760.29,116,0,24,Paradox,9434483,Right,2,3,10,21292,695.82,86,11,23,Dynamo,40128000,Left,10,8,9,31334,1023.99,115,6,27,Lady Geist,1231560389,Left,0,2,2,9729,317.94,50,4,15,Abrams,108565981,Mid Right,6,14,13,29811,974.22,86,9,27,Infernus,296631753,Mid Right,14,8,5,35942,1174.58,136,3,28,Ivy,1156270774,Right,0,4,5,11482,375.23,49,4,16,Vindicta,70575252,Right,7,14,4,25881,845.78,45,4,25
6428318,32:13,The Sapphire Flame,Bebop,74518472,Left,4,11,11,19128,593.73,82,2,22,Seven,442196002,Left,4,11,11,19129,593.76,68,3,22,Abrams,1019628257,Mid Right,1,7,2,16975,526.9,71,3,21,McGinnis,29672071,Right,5,3,7,31035,963.32,200,17,27,Vindicta,471434616,Right,8,9,10,24666,765.63,80,0,25,Shiv,207678859,Right,11,9,5,22013,683.28,53,5,24,Kelvin,419147005,Left,9,4,20,24255,752.87,54,7,25,Yamato,177426078,Left,12,6,16,28420,882.15,119,5,26,Grey Talon,1553817807,Mid Right,13,4,8,27192,844.04,119,6,25,Infernus,137042692,Right,2,6,9,19903,617.79,100,1,22,Haze,1115231146,Right,5,5,4,25661,796.51,155,1,25,Wraith,105394266,Right,9,8,11,24319,754.86,87,5,25
